run_id,step_order,step_name,layer,status,started_at,ended_at,duration_seconds,rows_in,rows_out,target,error_message
run_0004,3,Transform order fact,Transform,success,2026-07-22T06:08:11.088380,2026-07-22T06:08:17.718558,6.63,3220,642,fct_orders,
run_0004,4,Build revenue marts,Transform,success,2026-07-22T06:08:17.718558,2026-07-22T06:08:27.499186,9.781,2587,2245,mart_daily_revenue,
run_0004,5,Run data quality,Quality,success,2026-07-22T06:08:27.499186,2026-07-22T06:08:34.938522,7.439,7,7,quality_checks,
run_0005,1,Extract CRM customers,Extract,success,2026-07-22T05:01:00,2026-07-22T05:01:03.714273,3.714,0,409,crm_customers.csv,
run_0005,2,Load raw customers,Load,success,2026-07-22T05:01:03.714273,2026-07-22T05:01:11.345691,7.631,388,388,raw_customers,
run_0005,3,Build customer dimension,Transform,success,2026-07-22T05:01:11.345691,2026-07-22T05:01:14.842300,3.497,2611,230,dim_customers,
run_0005,4,Run data quality,Quality,success,2026-07-22T05:01:14.842300,2026-07-22T05:01:17.285342,2.443,9,9,quality_checks,
run_0006,1,Read revenue mart,Extract,success,2026-07-22T07:04:00,2026-07-22T07:04:05.266417,5.266,0,427,mart_daily_revenue,
run_0006,2,Aggregate close metrics,Transform,success,2026-07-22T07:04:05.266417,2026-07-22T07:04:11.187266,5.921,2881,2648,finance_close_summary,
run_0006,3,Reconcile daily totals,Quality,success,2026-07-22T07:04:11.187266,2026-07-22T07:04:12.269207,1.082,5,5,reconciliation,
run_0006,4,Publish close snapshot,Load,success,2026-07-22T07:04:12.269207,2026-07-22T07:04:18.078002,5.809,362,362,close_snapshot,
run_0007,1,Extract commerce orders,Extract,success,2026-07-23T06:03:00,2026-07-23T06:03:01.233543,1.234,0,3664,commerce_orders.csv,
run_0007,2,Load raw orders,Load,success,2026-07-23T06:03:01.233543,2026-07-23T06:03:05.878265,4.645,4064,4064,raw_orders,
run_0007,3,Transform order fact,Transform,success,2026-07-23T06:03:05.878265,2026-07-23T06:03:15.591275,9.713,2524,3153,fct_orders,
run_0007,4,Build revenue marts,Transform,success,2026-07-23T06:03:15.591275,2026-07-23T06:03:24.785677,9.194,2945,2675,mart_daily_revenue,
run_0007,5,Run data quality,Quality,success,2026-07-23T06:03:24.785677,2026-07-23T06:03:31.286901,6.501,9,9,quality_checks,
run_0008,1,Extract CRM customers,Extract,success,2026-07-23T05:01:00,2026-07-23T05:01:06.108691,6.109,0,406,crm_customers.csv,
run_0008,2,Load raw customers,Load,success,2026-07-23T05:01:06.108691,2026-07-23T05:01:09.237476,3.129,427,427,raw_customers,
run_0008,3,Build customer dimension,Transform,success,2026-07-23T05:01:09.237476,2026-07-23T05:01:16.618930,7.381,3312,3092,dim_customers,
run_0008,4,Run data quality,Quality,success,2026-07-23T05:01:16.618930,2026-07-23T05:01:19.838728,3.22,11,11,quality_checks,
run_0009,1,Read revenue mart,Extract,success,2026-07-23T07:07:00,2026-07-23T07:07:03.142634,3.143,0,383,mart_daily_revenue,
run_0009,2,Aggregate close metrics,Transform,success,2026-07-23T07:07:03.142634,2026-07-23T07:07:11.358830,8.216,3110,2753,finance_close_summary,
run_0009,3,Reconcile daily totals,Quality,success,2026-07-23T07:07:11.358830,2026-07-23T07:07:15.131161,3.772,11,11,reconciliation,
run_0009,4,Publish close snapshot,Load,success,2026-07-23T07:07:15.131161,2026-07-23T07:07:22.346265,7.215,379,379,close_snapshot,
run_0010,1,Extract commerce orders,Extract,success,2026-07-24T06:07:00,2026-07-24T06:07:01.185236,1.185,0,3909,commerce_orders.csv,
run_0010,2,Load raw orders,Load,success,2026-07-24T06:07:01.185236,2026-07-24T06:07:07.602870,6.418,3253,3253,raw_orders,
run_0010,3,Transform order fact,Transform,success,2026-07-24T06:07:07.602870,2026-07-24T06:07:15.976206,8.373,2797,120,fct_orders,
run_0010,4,Build revenue marts,Transform,success,2026-07-24T06:07:15.976206,2026-07-24T06:07:25.677439,9.701,3272,3144,mart_daily_revenue,
run_0010,5,Run data quality,Quality,success,2026-07-24T06:07:25.677439,2026-07-24T06:07:30.218996,4.542,7,7,quality_checks,
run_0011,1,Extract CRM customers,Extract,success,2026-07-24T05:01:00,2026-07-24T05:01:04.426519,4.427,0,354,crm_customers.csv,
run_0011,2,Load raw customers,Load,success,2026-07-24T05:01:04.426519,2026-07-24T05:01:09.599011,5.172,413,413,raw_customers,
run_0011,3,Build customer dimension,Transform,success,2026-07-24T05:01:09.599011,2026-07-24T05:01:17.555665,7.957,3493,2035,dim_customers,
run_0011,4,Run data quality,Quality,success,2026-07-24T05:01:17.555665,2026-07-24T05:01:23.556128,6.0,7,7,quality_checks,
run_0012,1,Read revenue mart,Extract,success,2026-07-24T07:05:00,2026-07-24T07:05:02.520963,2.521,0,395,mart_daily_revenue,
run_0012,2,Aggregate close metrics,Transform,success,2026-07-24T07:05:02.520963,2026-07-24T07:05:11.946466,9.426,3058,452,finance_close_summary,
run_0012,3,Reconcile daily totals,Quality,success,2026-07-24T07:05:11.946466,2026-07-24T07:05:16.075055,4.129,10,10,reconciliation,
run_0012,4,Publish close snapshot,Load,success,2026-07-24T07:05:16.075055,2026-07-24T07:05:17.574507,1.499,411,411,close_snapshot,
run_0013,1,Extract commerce orders,Extract,success,2026-07-25T06:05:00,2026-07-25T06:05:05.171277,5.171,0,2836,commerce_orders.csv,
run_0013,2,Load raw orders,Load,success,2026-07-25T06:05:05.171277,2026-07-25T06:05:11.472780,6.302,3150,3150,raw_orders,
run_0013,3,Transform order fact,Transform,success,2026-07-25T06:05:11.472780,2026-07-25T06:05:20.930808,9.458,3817,2894,fct_orders,
run_0013,4,Build revenue marts,Transform,success,2026-07-25T06:05:20.930808,2026-07-25T06:05:32.023506,11.093,2890,1005,mart_daily_revenue,
run_0013,5,Run data quality,Quality,success,2026-07-25T06:05:32.023506,2026-07-25T06:05:36.046104,4.023,9,9,quality_checks,
run_0014,1,Extract CRM customers,Extract,success,2026-07-25T05:04:00,2026-07-25T05:04:00.879823,0.88,0,427,crm_customers.csv,
run_0014,2,Load raw customers,Load,success,2026-07-25T05:04:00.879823,2026-07-25T05:04:05.025397,4.146,381,381,raw_customers,
run_0014,3,Build customer dimension,Transform,success,2026-07-25T05:04:05.025397,2026-07-25T05:04:14.255417,9.23,3204,1211,dim_customers,
run_0014,4,Run data quality,Quality,success,2026-07-25T05:04:14.255417,2026-07-25T05:04:19.615550,5.36,6,6,quality_checks,
run_0015,1,Extract commerce orders,Extract,success,2026-07-26T06:02:00,2026-07-26T06:02:01.219864,1.22,0,3204,commerce_orders.csv,
run_0015,2,Load raw orders,Load,success,2026-07-26T06:02:01.219864,2026-07-26T06:02:06.620825,5.401,3278,3278,raw_orders,
run_0015,3,Transform order fact,Transform,success,2026-07-26T06:02:06.620825,2026-07-26T06:02:14.471877,7.851,2684,972,fct_orders,
run_0015,4,Build revenue marts,Transform,success,2026-07-26T06:02:14.471877,2026-07-26T06:02:21.400709,6.929,2892,819,mart_daily_revenue,
run_0015,5,Run data quality,Quality,success,2026-07-26T06:02:21.400709,2026-07-26T06:02:28.680105,7.279,12,12,quality_checks,
run_0016,1,Extract CRM customers,Extract,success,2026-07-26T05:07:00,2026-07-26T05:07:01.421431,1.421,0,415,crm_customers.csv,
run_0016,2,Load raw customers,Load,success,2026-07-26T05:07:01.421431,2026-07-26T05:07:06.008545,4.587,419,419,raw_customers,
run_0016,3,Build customer dimension,Transform,success,2026-07-26T05:07:06.008545,2026-07-26T05:07:14.978509,8.97,3185,3074,dim_customers,
run_0016,4,Run data quality,Quality,success,2026-07-26T05:07:14.978509,2026-07-26T05:07:17.895536,2.917,11,11,quality_checks,
run_0017,1,Extract commerce orders,Extract,success,2026-07-27T06:07:00,2026-07-27T06:07:02.281557,2.282,0,3671,commerce_orders.csv,
run_0017,2,Load raw orders,Load,success,2026-07-27T06:07:02.281557,2026-07-27T06:07:09.291887,7.01,3156,3156,raw_orders,
run_0017,3,Transform order fact,Transform,success,2026-07-27T06:07:09.291887,2026-07-27T06:07:15.364600,6.073,4084,2085,fct_orders,
run_0017,4,Build revenue marts,Transform,success,2026-07-27T06:07:15.364600,2026-07-27T06:07:23.981991,8.617,2689,736,mart_daily_revenue,
run_0017,5,Run data quality,Quality,success,2026-07-27T06:07:23.981991,2026-07-27T06:07:28.915550,4.934,5,5,quality_checks,
run_0018,1,Extract CRM customers,Extract,success,2026-07-27T05:03:00,2026-07-27T05:03:02.092720,2.093,0,382,crm_customers.csv,
run_0018,2,Load raw customers,Load,success,2026-07-27T05:03:02.092720,2026-07-27T05:03:06.707903,4.615,427,427,raw_customers,
run_0018,3,Build customer dimension,Transform,success,2026-07-27T05:03:06.707903,2026-07-27T05:03:20.366084,13.658,3723,2377,dim_customers,
run_0018,4,Run data quality,Quality,success,2026-07-27T05:03:20.366084,2026-07-27T05:03:22.514450,2.148,12,12,quality_checks,
run_0019,1,Read revenue mart,Extract,success,2026-07-27T07:07:00,2026-07-27T07:07:05.954231,5.954,0,396,mart_daily_revenue,
run_0019,2,Aggregate close metrics,Transform,success,2026-07-27T07:07:05.954231,2026-07-27T07:07:15.229643,9.275,3708,216,finance_close_summary,
run_0019,3,Reconcile daily totals,Quality,success,2026-07-27T07:07:15.229643,2026-07-27T07:07:18.450135,3.22,7,7,reconciliation,
run_0019,4,Publish close snapshot,Load,success,2026-07-27T07:07:18.450135,2026-07-27T07:07:21.288148,2.838,415,415,close_snapshot,
run_0020,1,Extract commerce orders,Extract,success,2026-07-28T06:08:00,2026-07-28T06:08:05.801544,5.802,0,2802,commerce_orders.csv,
run_0020,2,Load raw orders,Load,success,2026-07-28T06:08:05.801544,2026-07-28T06:08:10.964369,5.163,3870,3870,raw_orders,
run_0020,3,Transform order fact,Transform,success,2026-07-28T06:08:10.964369,2026-07-28T06:08:18.395401,7.431,3725,587,fct_orders,
run_0020,4,Build revenue marts,Transform,success,2026-07-28T06:08:18.395401,2026-07-28T06:08:28.218074,9.823,2690,2537,mart_daily_revenue,
run_0020,5,Run data quality,Quality,success,2026-07-28T06:08:28.218074,2026-07-28T06:08:31.831126,3.613,11,11,quality_checks,
run_0021,1,Extract CRM customers,Extract,success,2026-07-28T05:06:00,2026-07-28T05:06:03.147344,3.147,0,398,crm_customers.csv,
run_0021,2,Load raw customers,Load,success,2026-07-28T05:06:03.147344,2026-07-28T05:06:07.088688,3.941,374,374,raw_customers,
run_0021,3,Build customer dimension,Transform,success,2026-07-28T05:06:07.088688,2026-07-28T05:06:16.867045,9.778,3966,2711,dim_customers,
run_0021,4,Run data quality,Quality,success,2026-07-28T05:06:16.867045,2026-07-28T05:06:20.558665,3.692,6,6,quality_checks,
run_0022,1,Read revenue mart,Extract,success,2026-07-28T07:07:00,2026-07-28T07:07:03.669875,3.67,0,361,mart_daily_revenue,
run_0022,2,Aggregate close metrics,Transform,success,2026-07-28T07:07:03.669875,2026-07-28T07:07:15.104889,11.435,3675,1003,finance_close_summary,
run_0022,3,Reconcile daily totals,Quality,success,2026-07-28T07:07:15.104889,2026-07-28T07:07:19.242207,4.137,11,11,reconciliation,
run_0022,4,Publish close snapshot,Load,success,2026-07-28T07:07:19.242207,2026-07-28T07:07:23.929340,4.687,420,420,close_snapshot,
run_0023,1,Extract commerce orders,Extract,success,2026-07-29T06:03:00,2026-07-29T06:03:06.008667,6.009,0,3654,commerce_orders.csv,
run_0023,2,Load raw orders,Load,success,2026-07-29T06:03:06.008667,2026-07-29T06:03:11.131445,5.123,4022,4022,raw_orders,
run_0023,3,Transform order fact,Transform,success,2026-07-29T06:03:11.131445,2026-07-29T06:03:20.052545,8.921,3187,676,fct_orders,
run_0023,4,Build revenue marts,Transform,success,2026-07-29T06:03:20.052545,2026-07-29T06:03:26.505301,6.453,3440,847,mart_daily_revenue,
run_0023,5,Run data quality,Quality,success,2026-07-29T06:03:26.505301,2026-07-29T06:03:29.842232,3.337,12,12,quality_checks,
run_0024,1,Extract CRM customers,Extract,success,2026-07-29T05:05:00,2026-07-29T05:05:07.798226,7.798,0,377,crm_customers.csv,
run_0024,2,Load raw customers,Load,success,2026-07-29T05:05:07.798226,2026-07-29T05:05:13.378699,5.58,409,409,raw_customers,
run_0024,3,Build customer dimension,Transform,success,2026-07-29T05:05:13.378699,2026-07-29T05:05:23.696536,10.318,3515,1743,dim_customers,
run_0024,4,Run data quality,Quality,success,2026-07-29T05:05:23.696536,2026-07-29T05:05:25.695105,1.999,12,12,quality_checks,
run_0025,1,Read revenue mart,Extract,success,2026-07-29T07:06:00,2026-07-29T07:06:03.753512,3.754,0,398,mart_daily_revenue,
run_0025,2,Aggregate close metrics,Transform,success,2026-07-29T07:06:03.753512,2026-07-29T07:06:14.163485,10.41,2968,294,finance_close_summary,
run_0025,3,Reconcile daily totals,Quality,success,2026-07-29T07:06:14.163485,2026-07-29T07:06:15.173469,1.01,5,5,reconciliation,
run_0025,4,Publish close snapshot,Load,success,2026-07-29T07:06:15.173469,2026-07-29T07:06:21.438479,6.265,400,400,close_snapshot,
run_0026,1,Extract commerce orders,Extract,success,2026-07-30T06:02:00,2026-07-30T06:02:04.044540,4.045,0,3211,commerce_orders.csv,
run_0026,2,Load raw orders,Load,success,2026-07-30T06:02:04.044540,2026-07-30T06:02:07.283072,3.239,3758,3758,raw_orders,
run_0026,3,Transform order fact,Transform,success,2026-07-30T06:02:07.283072,2026-07-30T06:02:16.418185,9.135,3874,2871,fct_orders,
run_0026,4,Build revenue marts,Transform,success,2026-07-30T06:02:16.418185,2026-07-30T06:02:23.871681,7.453,3389,342,mart_daily_revenue,
run_0026,5,Run data quality,Quality,success,2026-07-30T06:02:23.871681,2026-07-30T06:02:29.652150,5.78,5,5,quality_checks,
run_0027,1,Extract CRM customers,Extract,success,2026-07-30T05:05:00,2026-07-30T05:05:04.920234,4.92,0,425,crm_customers.csv,
run_0027,2,Load raw customers,Load,success,2026-07-30T05:05:04.920234,2026-07-30T05:05:09.007616,4.087,410,410,raw_customers,
run_0027,3,Build customer dimension,Transform,success,2026-07-30T05:05:09.007616,2026-07-30T05:05:18.125321,9.118,3451,2526,dim_customers,
run_0027,4,Run data quality,Quality,success,2026-07-30T05:05:18.125321,2026-07-30T05:05:22.359587,4.234,8,8,quality_checks,
run_0028,1,Read revenue mart,Extract,success,2026-07-30T07:04:00,2026-07-30T07:04:03.116068,3.116,0,425,mart_daily_revenue,
run_0028,2,Aggregate close metrics,Transform,success,2026-07-30T07:04:03.116068,2026-07-30T07:04:10.728884,7.613,4081,632,finance_close_summary,
run_0028,3,Reconcile daily totals,Quality,success,2026-07-30T07:04:10.728884,2026-07-30T07:04:15.293251,4.564,9,9,reconciliation,
run_0028,4,Publish close snapshot,Load,success,2026-07-30T07:04:15.293251,2026-07-30T07:04:20.930995,5.638,394,394,close_snapshot,
run_0029,1,Extract commerce orders,Extract,success,2026-07-31T06:01:00,2026-07-31T06:01:00.400000,0.4,0,3885,commerce_orders.csv,
run_0029,2,Load raw orders,Load,success,2026-07-31T06:01:00.400000,2026-07-31T06:01:08.541972,8.142,3003,3003,raw_orders,
run_0029,3,Transform order fact,Transform,success,2026-07-31T06:01:08.541972,2026-07-31T06:01:17.144214,8.602,2925,2371,fct_orders,
run_0029,4,Build revenue marts,Transform,success,2026-07-31T06:01:17.144214,2026-07-31T06:01:25.415310,8.271,3172,680,mart_daily_revenue,
run_0029,5,Run data quality,Quality,success,2026-07-31T06:01:25.415310,2026-07-31T06:01:29.760944,4.346,10,10,quality_checks,
run_0030,1,Extract CRM customers,Extract,success,2026-07-31T05:03:00,2026-07-31T05:03:04.396188,4.396,0,356,crm_customers.csv,
run_0030,2,Load raw customers,Load,success,2026-07-31T05:03:04.396188,2026-07-31T05:03:11.136534,6.74,353,353,raw_customers,
run_0030,3,Build customer dimension,Transform,success,2026-07-31T05:03:11.136534,2026-07-31T05:03:18.734866,7.598,3130,1796,dim_customers,
run_0030,4,Run data quality,Quality,success,2026-07-31T05:03:18.734866,2026-07-31T05:03:22.560714,3.826,7,7,quality_checks,
run_0031,1,Read revenue mart,Extract,success,2026-07-31T07:04:00,2026-07-31T07:04:02.274710,2.275,0,358,mart_daily_revenue,
run_0031,2,Aggregate close metrics,Transform,success,2026-07-31T07:04:02.274710,2026-07-31T07:04:10.736620,8.462,2605,676,finance_close_summary,
run_0031,3,Reconcile daily totals,Quality,success,2026-07-31T07:04:10.736620,2026-07-31T07:04:14.121598,3.385,7,7,reconciliation,
run_0031,4,Publish close snapshot,Load,success,2026-07-31T07:04:14.121598,2026-07-31T07:04:19.082487,4.961,362,362,close_snapshot,
run_0032,1,Extract commerce orders,Extract,failed,2026-08-01T06:07:00,2026-08-01T06:07:01.840535,1.841,0,0,commerce_orders.csv,transform query failed
run_0032,2,Load raw orders,Load,skipped,2026-08-01T06:07:01.840535,2026-08-01T06:07:01.840535,0,0,0,raw_orders,
run_0032,3,Transform order fact,Transform,skipped,2026-08-01T06:07:01.840535,2026-08-01T06:07:01.840535,0,0,0,fct_orders,
run_0032,4,Build revenue marts,Transform,skipped,2026-08-01T06:07:01.840535,2026-08-01T06:07:01.840535,0,0,0,mart_daily_revenue,
run_0032,5,Run data quality,Quality,skipped,2026-08-01T06:07:01.840535,2026-08-01T06:07:01.840535,0,0,0,quality_checks,
run_0033,1,Extract CRM customers,Extract,success,2026-08-01T05:06:00,2026-08-01T05:06:05.223434,5.223,0,421,crm_customers.csv,
run_0033,2,Load raw customers,Load,success,2026-08-01T05:06:05.223434,2026-08-01T05:06:11.432778,6.209,350,350,raw_customers,
run_0033,3,Build customer dimension,Transform,success,2026-08-01T05:06:11.432778,2026-08-01T05:06:18.435043,7.002,3044,1440,dim_customers,
run_0033,4,Run data quality,Quality,success,2026-08-01T05:06:18.435043,2026-08-01T05:06:21.250121,2.815,6,6,quality_checks,
run_0034,1,Extract commerce orders,Extract,success,2026-08-02T06:06:00,2026-08-02T06:06:05.129514,5.13,0,4037,commerce_orders.csv,
run_0034,2,Load raw orders,Load,success,2026-08-02T06:06:05.129514,2026-08-02T06:06:10.424266,5.295,3012,3012,raw_orders,
run_0034,3,Transform order fact,Transform,success,2026-08-02T06:06:10.424266,2026-08-02T06:06:20.240989,9.817,2872,2342,fct_orders,
run_0034,4,Build revenue marts,Transform,success,2026-08-02T06:06:20.240989,2026-08-02T06:06:26.735059,6.494,3134,1683,mart_daily_revenue,
run_0034,5,Run data quality,Quality,success,2026-08-02T06:06:26.735059,2026-08-02T06:06:31.948274,5.213,9,9,quality_checks,
run_0035,1,Extract CRM customers,Extract,success,2026-08-02T05:03:00,2026-08-02T05:03:04.440101,4.44,0,387,crm_customers.csv,
run_0035,2,Load raw customers,Load,success,2026-08-02T05:03:04.440101,2026-08-02T05:03:07.524958,3.085,370,370,raw_customers,
run_0035,3,Build customer dimension,Transform,success,2026-08-02T05:03:07.524958,2026-08-02T05:03:17.983123,10.458,3132,2441,dim_customers,
run_0035,4,Run data quality,Quality,success,2026-08-02T05:03:17.983123,2026-08-02T05:03:23.662959,5.68,12,12,quality_checks,
run_0036,1,Extract commerce orders,Extract,success,2026-08-03T06:01:00,2026-08-03T06:01:04.633565,4.634,0,3855,commerce_orders.csv,
run_0036,2,Load raw orders,Load,success,2026-08-03T06:01:04.633565,2026-08-03T06:01:07.733309,3.1,3782,3782,raw_orders,
run_0036,3,Transform order fact,Transform,success,2026-08-03T06:01:07.733309,2026-08-03T06:01:15.865259,8.132,3458,2351,fct_orders,
run_0036,4,Build revenue marts,Transform,success,2026-08-03T06:01:15.865259,2026-08-03T06:01:25.583933,9.719,3364,3151,mart_daily_revenue,
run_0036,5,Run data quality,Quality,success,2026-08-03T06:01:25.583933,2026-08-03T06:01:31.725148,6.141,11,11,quality_checks,
run_0037,1,Extract CRM customers,Extract,success,2026-08-03T05:03:00,2026-08-03T05:03:04.085887,4.086,0,406,crm_customers.csv,
run_0037,2,Load raw customers,Load,success,2026-08-03T05:03:04.085887,2026-08-03T05:03:08.967744,4.882,360,360,raw_customers,
run_0037,3,Build customer dimension,Transform,success,2026-08-03T05:03:08.967744,2026-08-03T05:03:13.090812,4.123,3872,1209,dim_customers,
run_0037,4,Run data quality,Quality,success,2026-08-03T05:03:13.090812,2026-08-03T05:03:17.293030,4.202,11,11,quality_checks,
run_0038,1,Read revenue mart,Extract,success,2026-08-03T07:08:00,2026-08-03T07:08:01.334758,1.335,0,350,mart_daily_revenue,
run_0038,2,Aggregate close metrics,Transform,success,2026-08-03T07:08:01.334758,2026-08-03T07:08:09.949382,8.615,3416,461,finance_close_summary,
run_0038,3,Reconcile daily totals,Quality,success,2026-08-03T07:08:09.949382,2026-08-03T07:08:11.882369,1.933,7,7,reconciliation,
run_0038,4,Publish close snapshot,Load,success,2026-08-03T07:08:11.882369,2026-08-03T07:08:21.037695,9.155,366,366,close_snapshot,
run_0039,1,Extract commerce orders,Extract,success,2026-08-04T06:06:00,2026-08-04T06:06:05.864250,5.864,0,3804,commerce_orders.csv,
run_0039,2,Load raw orders,Load,success,2026-08-04T06:06:05.864250,2026-08-04T06:06:10.265032,4.401,4092,4092,raw_orders,
run_0039,3,Transform order fact,Transform,success,2026-08-04T06:06:10.265032,2026-08-04T06:06:21.548592,11.284,3425,2783,fct_orders,
run_0039,4,Build revenue marts,Transform,success,2026-08-04T06:06:21.548592,2026-08-04T06:06:30.534875,8.986,3878,844,mart_daily_revenue,
run_0039,5,Run data quality,Quality,success,2026-08-04T06:06:30.534875,2026-08-04T06:06:34.272177,3.737,9,9,quality_checks,
run_0040,1,Extract CRM customers,Extract,success,2026-08-04T05:03:00,2026-08-04T05:03:03.244169,3.244,0,366,crm_customers.csv,
run_0040,2,Load raw customers,Load,success,2026-08-04T05:03:03.244169,2026-08-04T05:03:09.548798,6.305,399,399,raw_customers,
run_0040,3,Build customer dimension,Transform,success,2026-08-04T05:03:09.548798,2026-08-04T05:03:19.675975,10.127,2564,563,dim_customers,
run_0040,4,Run data quality,Quality,success,2026-08-04T05:03:19.675975,2026-08-04T05:03:21.191603,1.516,8,8,quality_checks,
run_0041,1,Read revenue mart,Extract,success,2026-08-04T07:08:00,2026-08-04T07:08:01.864787,1.865,0,372,mart_daily_revenue,
run_0041,2,Aggregate close metrics,Transform,success,2026-08-04T07:08:01.864787,2026-08-04T07:08:14.518361,12.654,2644,1852,finance_close_summary,
run_0041,3,Reconcile daily totals,Quality,success,2026-08-04T07:08:14.518361,2026-08-04T07:08:23.052370,8.534,12,12,reconciliation,
run_0041,4,Publish close snapshot,Load,success,2026-08-04T07:08:23.052370,2026-08-04T07:08:28.583274,5.531,384,384,close_snapshot,
run_0042,1,Extract commerce orders,Extract,success,2026-08-05T06:05:00,2026-08-05T06:05:03.660715,3.661,0,3488,commerce_orders.csv,
run_0042,2,Load raw orders,Load,success,2026-08-05T06:05:03.660715,2026-08-05T06:05:11.573759,7.913,3379,3379,raw_orders,
run_0042,3,Transform order fact,Transform,success,2026-08-05T06:05:11.573759,2026-08-05T06:05:21.900948,10.327,3562,3020,fct_orders,
run_0042,4,Build revenue marts,Transform,success,2026-08-05T06:05:21.900948,2026-08-05T06:05:31.015547,9.115,3631,3131,mart_daily_revenue,
run_0042,5,Run data quality,Quality,success,2026-08-05T06:05:31.015547,2026-08-05T06:05:34.260105,3.245,5,5,quality_checks,
run_0043,1,Extract CRM customers,Extract,success,2026-08-05T05:02:00,2026-08-05T05:02:03.371119,3.371,0,377,crm_customers.csv,
run_0043,2,Load raw customers,Load,success,2026-08-05T05:02:03.371119,2026-08-05T05:02:08.197716,4.827,417,417,raw_customers,
run_0043,3,Build customer dimension,Transform,success,2026-08-05T05:02:08.197716,2026-08-05T05:02:15.883786,7.686,3148,2152,dim_customers,
run_0043,4,Run data quality,Quality,success,2026-08-05T05:02:15.883786,2026-08-05T05:02:20.551754,4.668,12,12,quality_checks,
run_0044,1,Read revenue mart,Extract,success,2026-08-05T07:00:00,2026-08-05T07:00:05.854544,5.855,0,370,mart_daily_revenue,
run_0044,2,Aggregate close metrics,Transform,success,2026-08-05T07:00:05.854544,2026-08-05T07:00:15.534267,9.68,3879,267,finance_close_summary,
run_0044,3,Reconcile daily totals,Quality,success,2026-08-05T07:00:15.534267,2026-08-05T07:00:21.433609,5.899,10,10,reconciliation,
run_0044,4,Publish close snapshot,Load,success,2026-08-05T07:00:21.433609,2026-08-05T07:00:28.159417,6.726,422,422,close_snapshot,
run_0045,1,Extract commerce orders,Extract,success,2026-08-06T06:07:00,2026-08-06T06:07:04.696324,4.696,0,3303,commerce_orders.csv,
run_0045,2,Load raw orders,Load,success,2026-08-06T06:07:04.696324,2026-08-06T06:07:10.313443,5.617,3642,3642,raw_orders,
run_0045,3,Transform order fact,Transform,success,2026-08-06T06:07:10.313443,2026-08-06T06:07:19.918041,9.605,3921,809,fct_orders,
run_0045,4,Build revenue marts,Transform,success,2026-08-06T06:07:19.918041,2026-08-06T06:07:27.874870,7.957,3196,1005,mart_daily_revenue,
run_0045,5,Run data quality,Quality,success,2026-08-06T06:07:27.874870,2026-08-06T06:07:31.605702,3.731,5,5,quality_checks,
run_0046,1,Extract CRM customers,Extract,success,2026-08-06T05:05:00,2026-08-06T05:05:05.981190,5.981,0,380,crm_customers.csv,
run_0046,2,Load raw customers,Load,success,2026-08-06T05:05:05.981190,2026-08-06T05:05:13.603152,7.622,395,395,raw_customers,
run_0046,3,Build customer dimension,Transform,success,2026-08-06T05:05:13.603152,2026-08-06T05:05:20.161033,6.558,3556,1847,dim_customers,
run_0046,4,Run data quality,Quality,success,2026-08-06T05:05:20.161033,2026-08-06T05:05:29.930058,9.769,9,9,quality_checks,
