run_id,check_name,severity,status,failed_rows,detail
run_0014,order_id_unique,critical,passed,0,Rule passed
run_0014,order_amount_nonnegative,critical,passed,0,Rule passed
run_0014,order_status_accepted,warning,passed,0,Rule passed
run_0014,orders_customer_fk,critical,passed,0,Rule passed
run_0014,source_freshness,warning,passed,0,Rule passed
run_0015,customer_id_unique,critical,passed,0,Rule passed
run_0015,order_id_unique,critical,passed,0,Rule passed
run_0015,order_amount_nonnegative,critical,passed,0,Rule passed
run_0015,order_status_accepted,warning,passed,0,Rule passed
run_0015,orders_customer_fk,critical,passed,0,Rule passed
run_0015,source_freshness,warning,passed,0,Rule passed
run_0016,customer_id_unique,critical,passed,0,Rule passed
run_0016,order_id_unique,critical,passed,0,Rule passed
run_0016,order_amount_nonnegative,critical,passed,0,Rule passed
run_0016,order_status_accepted,warning,passed,0,Rule passed
run_0016,orders_customer_fk,critical,passed,0,Rule passed
run_0016,source_freshness,warning,passed,0,Rule passed
run_0017,customer_id_unique,critical,passed,0,Rule passed
run_0017,order_id_unique,critical,passed,0,Rule passed
run_0017,order_amount_nonnegative,critical,passed,0,Rule passed
run_0017,order_status_accepted,warning,passed,0,Rule passed
run_0017,orders_customer_fk,critical,passed,0,Rule passed
run_0017,source_freshness,warning,passed,0,Rule passed
run_0018,customer_id_unique,critical,passed,0,Rule passed
run_0018,order_id_unique,critical,passed,0,Rule passed
run_0018,order_amount_nonnegative,critical,passed,0,Rule passed
run_0018,order_status_accepted,warning,passed,0,Rule passed
run_0018,orders_customer_fk,critical,passed,0,Rule passed
run_0018,source_freshness,warning,passed,0,Rule passed
run_0019,customer_id_unique,critical,passed,0,Rule passed
run_0019,order_id_unique,critical,passed,0,Rule passed
run_0019,order_amount_nonnegative,critical,passed,0,Rule passed
run_0019,order_status_accepted,warning,passed,0,Rule passed
run_0019,orders_customer_fk,critical,passed,0,Rule passed
run_0019,source_freshness,warning,passed,0,Rule passed
run_0020,customer_id_unique,critical,passed,0,Rule passed
run_0020,order_id_unique,critical,passed,0,Rule passed
run_0020,order_amount_nonnegative,critical,passed,0,Rule passed
run_0020,order_status_accepted,warning,passed,0,Rule passed
run_0020,orders_customer_fk,critical,passed,0,Rule passed
run_0020,source_freshness,warning,passed,0,Rule passed
run_0021,customer_id_unique,critical,passed,0,Rule passed
run_0021,order_id_unique,critical,passed,0,Rule passed
run_0021,order_amount_nonnegative,critical,passed,0,Rule passed
run_0021,order_status_accepted,warning,passed,0,Rule passed
run_0021,orders_customer_fk,critical,passed,0,Rule passed
run_0021,source_freshness,warning,passed,0,Rule passed
run_0022,customer_id_unique,critical,passed,0,Rule passed
run_0022,order_id_unique,critical,passed,0,Rule passed
run_0022,order_amount_nonnegative,critical,passed,0,Rule passed
run_0022,order_status_accepted,warning,passed,0,Rule passed
run_0022,orders_customer_fk,critical,passed,0,Rule passed
run_0022,source_freshness,warning,passed,0,Rule passed
run_0023,customer_id_unique,critical,passed,0,Rule passed
run_0023,order_id_unique,critical,passed,0,Rule passed
run_0023,order_amount_nonnegative,critical,passed,0,Rule passed
run_0023,order_status_accepted,warning,passed,0,Rule passed
run_0023,orders_customer_fk,critical,passed,0,Rule passed
run_0023,source_freshness,warning,passed,0,Rule passed
run_0024,customer_id_unique,critical,passed,0,Rule passed
run_0024,order_id_unique,critical,passed,0,Rule passed
run_0024,order_amount_nonnegative,critical,passed,0,Rule passed
run_0024,order_status_accepted,warning,passed,0,Rule passed
run_0024,orders_customer_fk,critical,passed,0,Rule passed
run_0024,source_freshness,warning,passed,0,Rule passed
run_0025,customer_id_unique,critical,passed,0,Rule passed
run_0025,order_id_unique,critical,passed,0,Rule passed
run_0025,order_amount_nonnegative,critical,passed,0,Rule passed
run_0025,order_status_accepted,warning,passed,0,Rule passed
run_0025,orders_customer_fk,critical,passed,0,Rule passed
run_0025,source_freshness,warning,passed,0,Rule passed
run_0026,customer_id_unique,critical,passed,0,Rule passed
run_0026,order_id_unique,critical,passed,0,Rule passed
run_0026,order_amount_nonnegative,critical,passed,0,Rule passed
run_0026,order_status_accepted,warning,passed,0,Rule passed
run_0026,orders_customer_fk,critical,passed,0,Rule passed
run_0026,source_freshness,warning,passed,0,Rule passed
run_0027,customer_id_unique,critical,passed,0,Rule passed
run_0027,order_id_unique,critical,passed,0,Rule passed
run_0027,order_amount_nonnegative,critical,passed,0,Rule passed
run_0027,order_status_accepted,warning,passed,0,Rule passed
run_0027,orders_customer_fk,critical,passed,0,Rule passed
run_0027,source_freshness,warning,passed,0,Rule passed
run_0028,customer_id_unique,critical,passed,0,Rule passed
run_0028,order_id_unique,critical,passed,0,Rule passed
run_0028,order_amount_nonnegative,critical,passed,0,Rule passed
run_0028,order_status_accepted,warning,passed,0,Rule passed
run_0028,orders_customer_fk,critical,passed,0,Rule passed
run_0028,source_freshness,warning,passed,0,Rule passed
run_0029,customer_id_unique,critical,passed,0,Rule passed
run_0029,order_id_unique,critical,passed,0,Rule passed
run_0029,order_amount_nonnegative,critical,passed,0,Rule passed
run_0029,order_status_accepted,warning,passed,0,Rule passed
run_0029,orders_customer_fk,critical,passed,0,Rule passed
run_0029,source_freshness,warning,passed,0,Rule passed
run_0030,customer_id_unique,critical,passed,0,Rule passed
run_0030,order_id_unique,critical,passed,0,Rule passed
run_0030,order_amount_nonnegative,critical,passed,0,Rule passed
run_0030,order_status_accepted,warning,passed,0,Rule passed
run_0030,orders_customer_fk,critical,passed,0,Rule passed
run_0030,source_freshness,warning,passed,0,Rule passed
run_0031,customer_id_unique,critical,passed,0,Rule passed
run_0031,order_id_unique,critical,passed,0,Rule passed
run_0031,order_amount_nonnegative,critical,passed,0,Rule passed
run_0031,order_status_accepted,warning,passed,0,Rule passed
run_0031,orders_customer_fk,critical,passed,0,Rule passed
run_0031,source_freshness,warning,passed,0,Rule passed
run_0032,customer_id_unique,critical,failed,16,transform query failed
run_0032,order_id_unique,critical,passed,0,Rule passed
run_0032,order_amount_nonnegative,critical,passed,0,Rule passed
run_0032,order_status_accepted,warning,passed,0,Rule passed
run_0032,orders_customer_fk,critical,passed,0,Rule passed
run_0032,source_freshness,warning,passed,0,Rule passed
run_0033,customer_id_unique,critical,passed,0,Rule passed
run_0033,order_id_unique,critical,passed,0,Rule passed
run_0033,order_amount_nonnegative,critical,passed,0,Rule passed
run_0033,order_status_accepted,warning,passed,0,Rule passed
run_0033,orders_customer_fk,critical,passed,0,Rule passed
run_0033,source_freshness,warning,passed,0,Rule passed
run_0034,customer_id_unique,critical,passed,0,Rule passed
run_0034,order_id_unique,critical,passed,0,Rule passed
run_0034,order_amount_nonnegative,critical,passed,0,Rule passed
run_0034,order_status_accepted,warning,passed,0,Rule passed
run_0034,orders_customer_fk,critical,passed,0,Rule passed
run_0034,source_freshness,warning,passed,0,Rule passed
run_0035,customer_id_unique,critical,passed,0,Rule passed
run_0035,order_id_unique,critical,passed,0,Rule passed
run_0035,order_amount_nonnegative,critical,passed,0,Rule passed
run_0035,order_status_accepted,warning,passed,0,Rule passed
run_0035,orders_customer_fk,critical,passed,0,Rule passed
run_0035,source_freshness,warning,passed,0,Rule passed
run_0036,customer_id_unique,critical,passed,0,Rule passed
run_0036,order_id_unique,critical,passed,0,Rule passed
run_0036,order_amount_nonnegative,critical,passed,0,Rule passed
run_0036,order_status_accepted,warning,passed,0,Rule passed
run_0036,orders_customer_fk,critical,passed,0,Rule passed
run_0036,source_freshness,warning,passed,0,Rule passed
run_0037,customer_id_unique,critical,passed,0,Rule passed
run_0037,order_id_unique,critical,passed,0,Rule passed
run_0037,order_amount_nonnegative,critical,passed,0,Rule passed
run_0037,order_status_accepted,warning,passed,0,Rule passed
run_0037,orders_customer_fk,critical,passed,0,Rule passed
run_0037,source_freshness,warning,passed,0,Rule passed
run_0038,customer_id_unique,critical,passed,0,Rule passed
run_0038,order_id_unique,critical,passed,0,Rule passed
run_0038,order_amount_nonnegative,critical,passed,0,Rule passed
run_0038,order_status_accepted,warning,passed,0,Rule passed
run_0038,orders_customer_fk,critical,passed,0,Rule passed
run_0038,source_freshness,warning,passed,0,Rule passed
run_0039,customer_id_unique,critical,passed,0,Rule passed
run_0039,order_id_unique,critical,passed,0,Rule passed
run_0039,order_amount_nonnegative,critical,passed,0,Rule passed
run_0039,order_status_accepted,warning,passed,0,Rule passed
run_0039,orders_customer_fk,critical,passed,0,Rule passed
run_0039,source_freshness,warning,passed,0,Rule passed
run_0040,customer_id_unique,critical,passed,0,Rule passed
run_0040,order_id_unique,critical,passed,0,Rule passed
run_0040,order_amount_nonnegative,critical,passed,0,Rule passed
run_0040,order_status_accepted,warning,passed,0,Rule passed
run_0040,orders_customer_fk,critical,passed,0,Rule passed
run_0040,source_freshness,warning,passed,0,Rule passed
run_0041,customer_id_unique,critical,passed,0,Rule passed
run_0041,order_id_unique,critical,passed,0,Rule passed
run_0041,order_amount_nonnegative,critical,passed,0,Rule passed
run_0041,order_status_accepted,warning,passed,0,Rule passed
run_0041,orders_customer_fk,critical,passed,0,Rule passed
run_0041,source_freshness,warning,passed,0,Rule passed
run_0042,customer_id_unique,critical,passed,0,Rule passed
run_0042,order_id_unique,critical,passed,0,Rule passed
run_0042,order_amount_nonnegative,critical,passed,0,Rule passed
run_0042,order_status_accepted,warning,passed,0,Rule passed
run_0042,orders_customer_fk,critical,passed,0,Rule passed
run_0042,source_freshness,warning,passed,0,Rule passed
run_0043,customer_id_unique,critical,passed,0,Rule passed
run_0043,order_id_unique,critical,passed,0,Rule passed
run_0043,order_amount_nonnegative,critical,passed,0,Rule passed
run_0043,order_status_accepted,warning,passed,0,Rule passed
run_0043,orders_customer_fk,critical,passed,0,Rule passed
run_0043,source_freshness,warning,passed,0,Rule passed
run_0044,customer_id_unique,critical,passed,0,Rule passed
run_0044,order_id_unique,critical,passed,0,Rule passed
run_0044,order_amount_nonnegative,critical,passed,0,Rule passed
run_0044,order_status_accepted,warning,passed,0,Rule passed
run_0044,orders_customer_fk,critical,passed,0,Rule passed
run_0044,source_freshness,warning,passed,0,Rule passed
run_0045,customer_id_unique,critical,passed,0,Rule passed
run_0045,order_id_unique,critical,passed,0,Rule passed
run_0045,order_amount_nonnegative,critical,passed,0,Rule passed
run_0045,order_status_accepted,warning,passed,0,Rule passed
run_0045,orders_customer_fk,critical,passed,0,Rule passed
run_0045,source_freshness,warning,passed,0,Rule passed
run_0046,customer_id_unique,critical,passed,0,Rule passed
run_0046,order_id_unique,critical,passed,0,Rule passed
run_0046,order_amount_nonnegative,critical,passed,0,Rule passed
run_0046,order_status_accepted,warning,passed,0,Rule passed
run_0046,orders_customer_fk,critical,passed,0,Rule passed
run_0046,source_freshness,warning,passed,0,Rule passed
run_0047,customer_id_unique,critical,passed,0,Rule passed
run_0047,order_id_unique,critical,passed,0,Rule passed
run_0047,order_amount_nonnegative,critical,passed,0,Rule passed
run_0047,order_status_accepted,warning,passed,0,Rule passed
run_0047,orders_customer_fk,critical,passed,0,Rule passed
run_0047,source_freshness,warning,passed,0,Rule passed
run_0048,customer_id_unique,critical,passed,0,Rule passed
run_0048,order_id_unique,critical,passed,0,Rule passed
run_0048,order_amount_nonnegative,critical,passed,0,Rule passed
run_0048,order_status_accepted,warning,passed,0,Rule passed
run_0048,orders_customer_fk,critical,passed,0,Rule passed
run_0048,source_freshness,warning,passed,0,Rule passed
run_0049,customer_id_unique,critical,passed,0,Rule passed
run_0049,order_id_unique,critical,passed,0,Rule passed
run_0049,order_amount_nonnegative,critical,passed,0,Rule passed
run_0049,order_status_accepted,warning,passed,0,Rule passed
run_0049,orders_customer_fk,critical,passed,0,Rule passed
run_0049,source_freshness,warning,passed,0,Rule passed
run_0050,customer_id_unique,critical,passed,0,Rule passed
run_0050,order_id_unique,critical,passed,0,Rule passed
run_0050,order_amount_nonnegative,critical,passed,0,Rule passed
run_0050,order_status_accepted,warning,passed,0,Rule passed
run_0050,orders_customer_fk,critical,passed,0,Rule passed
run_0050,source_freshness,warning,passed,0,Rule passed
run_0051,customer_id_unique,critical,passed,0,Rule passed
run_0051,order_id_unique,critical,passed,0,Rule passed
run_0051,order_amount_nonnegative,critical,passed,0,Rule passed
run_0051,order_status_accepted,warning,passed,0,Rule passed
run_0051,orders_customer_fk,critical,passed,0,Rule passed
run_0051,source_freshness,warning,passed,0,Rule passed
run_0052,customer_id_unique,critical,passed,0,Rule passed
run_0052,order_id_unique,critical,passed,0,Rule passed
run_0052,order_amount_nonnegative,critical,passed,0,Rule passed
run_0052,order_status_accepted,warning,passed,0,Rule passed
run_0052,orders_customer_fk,critical,passed,0,Rule passed
run_0052,source_freshness,warning,passed,0,Rule passed
run_0053,customer_id_unique,critical,passed,0,Rule passed
run_0053,order_id_unique,critical,passed,0,Rule passed
run_0053,order_amount_nonnegative,critical,passed,0,Rule passed
run_0053,order_status_accepted,warning,passed,0,Rule passed
run_0053,orders_customer_fk,critical,passed,0,Rule passed
run_0053,source_freshness,warning,passed,0,Rule passed
run_0054,customer_id_unique,critical,passed,0,Rule passed
run_0054,order_id_unique,critical,passed,0,Rule passed
run_0054,order_amount_nonnegative,critical,passed,0,Rule passed
run_0054,order_status_accepted,warning,passed,0,Rule passed
run_0054,orders_customer_fk,critical,passed,0,Rule passed
run_0054,source_freshness,warning,passed,0,Rule passed
run_0055,customer_id_unique,critical,passed,0,Rule passed
run_0055,order_id_unique,critical,failed,17,source freshness SLA exceeded
run_0055,order_amount_nonnegative,critical,passed,0,Rule passed
run_0055,order_status_accepted,warning,passed,0,Rule passed
run_0055,orders_customer_fk,critical,passed,0,Rule passed
run_0055,source_freshness,warning,passed,0,Rule passed
run_0056,customer_id_unique,critical,passed,0,Rule passed
run_0056,order_id_unique,critical,passed,0,Rule passed
run_0056,order_amount_nonnegative,critical,passed,0,Rule passed
run_0056,order_status_accepted,warning,passed,0,Rule passed
run_0056,orders_customer_fk,critical,passed,0,Rule passed
run_0056,source_freshness,warning,passed,0,Rule passed
run_0057,customer_id_unique,critical,passed,0,Rule passed
run_0057,order_id_unique,critical,passed,0,Rule passed
run_0057,order_amount_nonnegative,critical,passed,0,Rule passed
run_0057,order_status_accepted,warning,passed,0,Rule passed
run_0057,orders_customer_fk,critical,passed,0,Rule passed
run_0057,source_freshness,warning,passed,0,Rule passed
run_0058,customer_id_unique,critical,passed,0,Rule passed
run_0058,order_id_unique,critical,passed,0,Rule passed
run_0058,order_amount_nonnegative,critical,passed,0,Rule passed
run_0058,order_status_accepted,warning,passed,0,Rule passed
run_0058,orders_customer_fk,critical,passed,0,Rule passed
run_0058,source_freshness,warning,passed,0,Rule passed
run_0059,customer_id_unique,critical,passed,0,Rule passed
run_0059,order_id_unique,critical,passed,0,Rule passed
run_0059,order_amount_nonnegative,critical,passed,0,Rule passed
run_0059,order_status_accepted,warning,passed,0,Rule passed
run_0059,orders_customer_fk,critical,passed,0,Rule passed
run_0059,source_freshness,warning,passed,0,Rule passed
run_0060,customer_id_unique,critical,passed,0,Rule passed
run_0060,order_id_unique,critical,passed,0,Rule passed
run_0060,order_amount_nonnegative,critical,passed,0,Rule passed
run_0060,order_status_accepted,warning,passed,0,Rule passed
run_0060,orders_customer_fk,critical,passed,0,Rule passed
run_0060,source_freshness,warning,passed,0,Rule passed
run_0061,customer_id_unique,critical,passed,0,Rule passed
run_0061,order_id_unique,critical,passed,0,Rule passed
run_0061,order_amount_nonnegative,critical,passed,0,Rule passed
run_0061,order_status_accepted,warning,passed,0,Rule passed
run_0061,orders_customer_fk,critical,passed,0,Rule passed
run_0061,source_freshness,warning,passed,0,Rule passed
run_0062,customer_id_unique,critical,passed,0,Rule passed
run_0062,order_id_unique,critical,passed,0,Rule passed
run_0062,order_amount_nonnegative,critical,passed,0,Rule passed
run_0062,order_status_accepted,warning,passed,0,Rule passed
run_0062,orders_customer_fk,critical,passed,0,Rule passed
run_0062,source_freshness,warning,passed,0,Rule passed
run_0063,customer_id_unique,critical,passed,0,Rule passed
run_0063,order_id_unique,critical,passed,0,Rule passed
run_0063,order_amount_nonnegative,critical,passed,0,Rule passed
run_0063,order_status_accepted,warning,passed,0,Rule passed
run_0063,orders_customer_fk,critical,passed,0,Rule passed
run_0063,source_freshness,warning,passed,0,Rule passed
run_0064,customer_id_unique,critical,passed,0,Rule passed
run_0064,order_id_unique,critical,passed,0,Rule passed
run_0064,order_amount_nonnegative,critical,passed,0,Rule passed
run_0064,order_status_accepted,warning,passed,0,Rule passed
run_0064,orders_customer_fk,critical,passed,0,Rule passed
run_0064,source_freshness,warning,passed,0,Rule passed
run_0065,customer_id_unique,critical,passed,0,Rule passed
run_0065,order_id_unique,critical,passed,0,Rule passed
run_0065,order_amount_nonnegative,critical,passed,0,Rule passed
run_0065,order_status_accepted,warning,passed,0,Rule passed
run_0065,orders_customer_fk,critical,passed,0,Rule passed
run_0065,source_freshness,warning,passed,0,Rule passed
run_0066,customer_id_unique,critical,passed,0,Rule passed
run_0066,order_id_unique,critical,passed,0,Rule passed
run_0066,order_amount_nonnegative,critical,passed,0,Rule passed
run_0066,order_status_accepted,warning,passed,0,Rule passed
run_0066,orders_customer_fk,critical,passed,0,Rule passed
run_0066,source_freshness,warning,passed,0,Rule passed
run_0067,customer_id_unique,critical,passed,0,Rule passed
run_0067,order_id_unique,critical,passed,0,Rule passed
run_0067,order_amount_nonnegative,critical,passed,0,Rule passed
run_0067,order_status_accepted,warning,passed,0,Rule passed
run_0067,orders_customer_fk,critical,passed,0,Rule passed
run_0067,source_freshness,warning,passed,0,Rule passed
run_0068,customer_id_unique,critical,passed,0,Rule passed
run_0068,order_id_unique,critical,passed,0,Rule passed
run_0068,order_amount_nonnegative,critical,passed,0,Rule passed
run_0068,order_status_accepted,warning,passed,0,Rule passed
run_0068,orders_customer_fk,critical,passed,0,Rule passed
run_0068,source_freshness,warning,passed,0,Rule passed
run_0069,customer_id_unique,critical,passed,0,Rule passed
run_0069,order_id_unique,critical,passed,0,Rule passed
run_0069,order_amount_nonnegative,critical,passed,0,Rule passed
run_0069,order_status_accepted,warning,passed,0,Rule passed
run_0069,orders_customer_fk,critical,passed,0,Rule passed
run_0069,source_freshness,warning,passed,0,Rule passed
run_0070,customer_id_unique,critical,passed,0,Rule passed
run_0070,order_id_unique,critical,passed,0,Rule passed
run_0070,order_amount_nonnegative,critical,passed,0,Rule passed
run_0070,order_status_accepted,warning,passed,0,Rule passed
run_0070,orders_customer_fk,critical,passed,0,Rule passed
run_0070,source_freshness,warning,passed,0,Rule passed
run_0071,customer_id_unique,critical,failed,11,source freshness SLA exceeded
run_0071,order_id_unique,critical,passed,0,Rule passed
run_0071,order_amount_nonnegative,critical,passed,0,Rule passed
run_0071,order_status_accepted,warning,passed,0,Rule passed
run_0071,orders_customer_fk,critical,passed,0,Rule passed
run_0071,source_freshness,warning,passed,0,Rule passed
run_0072,customer_id_unique,critical,passed,0,Rule passed
run_0072,order_id_unique,critical,passed,0,Rule passed
run_0072,order_amount_nonnegative,critical,passed,0,Rule passed
run_0072,order_status_accepted,warning,passed,0,Rule passed
run_0072,orders_customer_fk,critical,passed,0,Rule passed
run_0072,source_freshness,warning,passed,0,Rule passed
run_0073,customer_id_unique,critical,passed,0,Rule passed
run_0073,order_id_unique,critical,passed,0,Rule passed
run_0073,order_amount_nonnegative,critical,passed,0,Rule passed
run_0073,order_status_accepted,warning,passed,0,Rule passed
run_0073,orders_customer_fk,critical,passed,0,Rule passed
run_0073,source_freshness,warning,passed,0,Rule passed
run_0074,customer_id_unique,critical,passed,0,Rule passed
run_0074,order_id_unique,critical,passed,0,Rule passed
run_0074,order_amount_nonnegative,critical,passed,0,Rule passed
run_0074,order_status_accepted,warning,passed,0,Rule passed
run_0074,orders_customer_fk,critical,passed,0,Rule passed
run_0074,source_freshness,warning,passed,0,Rule passed
run_0075,customer_id_unique,critical,passed,0,Rule passed
run_0075,order_id_unique,critical,passed,0,Rule passed
run_0075,order_amount_nonnegative,critical,passed,0,Rule passed
run_0075,order_status_accepted,warning,passed,0,Rule passed
run_0075,orders_customer_fk,critical,passed,0,Rule passed
run_0075,source_freshness,warning,passed,0,Rule passed
run_0076,customer_id_unique,critical,passed,0,Rule passed
run_0076,order_id_unique,critical,passed,0,Rule passed
run_0076,order_amount_nonnegative,critical,passed,0,Rule passed
run_0076,order_status_accepted,warning,passed,0,Rule passed
run_0076,orders_customer_fk,critical,passed,0,Rule passed
run_0076,source_freshness,warning,passed,0,Rule passed
run_0077,customer_id_unique,critical,passed,0,Rule passed
run_0077,order_id_unique,critical,passed,0,Rule passed
run_0077,order_amount_nonnegative,critical,passed,0,Rule passed
run_0077,order_status_accepted,warning,passed,0,Rule passed
run_0077,orders_customer_fk,critical,passed,0,Rule passed
run_0077,source_freshness,warning,passed,0,Rule passed
run_0078,customer_id_unique,critical,passed,0,Rule passed
run_0078,order_id_unique,critical,passed,0,Rule passed
run_0078,order_amount_nonnegative,critical,passed,0,Rule passed
run_0078,order_status_accepted,warning,passed,0,Rule passed
run_0078,orders_customer_fk,critical,passed,0,Rule passed
run_0078,source_freshness,warning,passed,0,Rule passed
run_0079,customer_id_unique,critical,passed,0,Rule passed
run_0079,order_id_unique,critical,passed,0,Rule passed
run_0079,order_amount_nonnegative,critical,passed,0,Rule passed
run_0079,order_status_accepted,warning,passed,0,Rule passed
run_0079,orders_customer_fk,critical,passed,0,Rule passed
run_0079,source_freshness,warning,passed,0,Rule passed
run_0080,customer_id_unique,critical,passed,0,Rule passed
run_0080,order_id_unique,critical,passed,0,Rule passed
run_0080,order_amount_nonnegative,critical,passed,0,Rule passed
run_0080,order_status_accepted,warning,passed,0,Rule passed
run_0080,orders_customer_fk,critical,passed,0,Rule passed
run_0080,source_freshness,warning,passed,0,Rule passed
run_0081,customer_id_unique,critical,passed,0,Rule passed
run_0081,order_id_unique,critical,passed,0,Rule passed
run_0081,order_amount_nonnegative,critical,passed,0,Rule passed
run_0081,order_status_accepted,warning,passed,0,Rule passed
run_0081,orders_customer_fk,critical,passed,0,Rule passed
run_0081,source_freshness,warning,passed,0,Rule passed
run_0082,customer_id_unique,critical,passed,0,Rule passed
run_0082,order_id_unique,critical,passed,0,Rule passed
run_0082,order_amount_nonnegative,critical,passed,0,Rule passed
run_0082,order_status_accepted,warning,passed,0,Rule passed
run_0082,orders_customer_fk,critical,passed,0,Rule passed
run_0082,source_freshness,warning,passed,0,Rule passed
run_0083,customer_id_unique,critical,passed,0,Rule passed
run_0083,order_id_unique,critical,passed,0,Rule passed
run_0083,order_amount_nonnegative,critical,passed,0,Rule passed
run_0083,order_status_accepted,warning,passed,0,Rule passed
run_0083,orders_customer_fk,critical,passed,0,Rule passed
run_0083,source_freshness,warning,passed,0,Rule passed
run_0084,customer_id_unique,critical,passed,0,Rule passed
run_0084,order_id_unique,critical,passed,0,Rule passed
run_0084,order_amount_nonnegative,critical,passed,0,Rule passed
run_0084,order_status_accepted,warning,passed,0,Rule passed
run_0084,orders_customer_fk,critical,passed,0,Rule passed
run_0084,source_freshness,warning,passed,0,Rule passed
run_0085,customer_id_unique,critical,passed,0,Rule passed
run_0085,order_id_unique,critical,passed,0,Rule passed
run_0085,order_amount_nonnegative,critical,passed,0,Rule passed
run_0085,order_status_accepted,warning,passed,0,Rule passed
run_0085,orders_customer_fk,critical,passed,0,Rule passed
run_0085,source_freshness,warning,passed,0,Rule passed
run_0086,customer_id_unique,critical,passed,0,Rule passed
run_0086,order_id_unique,critical,failed,9,accepted-values check failed
